Order_ID,Customer_ID,Order_Date,Customer_County,Product_Category,Order_Value_KES,Payment_Method,Delivery_Method,Courier_Partner,Package_Weight_Kg,Shipping_Fee_KES,Transit_Time_Days,Fulfillment_Status,Customer_Rating
KE-10541,CUST-5404,2025-03-03,Kisumu,Beauty,24953.0,m-pesa,Smart Locker,DHL,1.25,487,3.0,Returned,5.0
KE-10542,CUST-5446,2025-02-10,Uasin Gishu,Fashion & Apparel,24729.0,m-pesa,Boda Boda Last-Mile,G4S,1.5,715,6.0,Delivered,2.0
KE-10543,CUST-5267,2025-06-05,Uasin Gishu,Groceries,18094.0,M-Pesa,Home Delivery,Chui Lockers,3.01,705,5.0,Cancelled,4.0
KE-10544,CUST-5440,2025-02-27,Machakos,Health & Wellness,15450.0,Cash on Delivery,Pickup Station,Wells Fargo,17.8,456,5.0,Cancelled,5.0
KE-10545,CUST-5158,2025-11-17,nairobi,FASHION,17196.0,COD,Home Delivery,Chui Lockers,12.05,337,1.0,Cancelled,3.0
KE-10546,CUST-5163,2025-09-29,Uasin Gishu,Beauty,5624.0,m-pesa,Pickup Station,Wells Fargo,33.49,759,7.0,Delivered,4.0
KE-10547,CUST-5478,2025-06-05,Kajiado,Beauty,10593.0,COD,Boda Boda Last-Mile,Wells Fargo,22.64,617,1.0,Returned,
KE-10548,CUST-5131,2025-05-31,kiambu,FASHION,24716.0,Cash on Delivery,Pickup Station,G4S,11.46,757,1.0,Returned,4.0
KE-10549,CUST-5127,2025-05-24,Nairobi,Beauty,18125.0,m-pesa,Home Delivery,Wells Fargo,34.2,305,5.0,Delivered,4.0
KE-10549,CUST-5125,2025-06-17,Mombasa ,Health & Wellness,1216.0,Cash on Delivery,Smart Locker,Chui Lockers,26.18,478,4.0,Returned,3.0
KE-10551,CUST-5130,2025-11-06,Nairobi County,Groceries,16436.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,33.6,484,4.0,Delivered,
KE-10552,CUST-5038,2025-10-17,Nairobi County,Health & Wellness,3374.0,m-pesa,Boda Boda Last-Mile,Wells Fargo,16.35,305,1.0,Delayed,5.0
KE-10553,CUST-5399,2025-12-21,Nairobi,electrnics,"KSh 13,277",m-pesa,Pickup Station,Wells Fargo,29.96,484,6.0,Cancelled,3.0
KE-10554,CUST-5457,2025-10-23,Mombasa,Electronics,20223.0,Cash on Delivery,Smart Locker,Wells Fargo,32.5,356,4.0,Delivered,3.0
KE-10555,CUST-5013,2025-03-12,Nairobi County,Groceries,24877.0,COD,Pickup Station,Chui Lockers,20.7,329,5.0,Delivered,1.0
KE-10556,CUST-5481,2025-09-08,Kiambu,Fashion & Apparel,17110.0,,Boda Boda Last-Mile,Chui Lockers,14.07,513,3.0,Returned,3.0
KE-10557,CUST-5117,2025-12-26,kiambu,Electronics,9501.0,m-pesa,Home Delivery,G4S,18.2,631,1.0,Returned,
KE-10558,CUST-5150,2025-07-10,kiambu,Home & Living,24812.0,M-Pesa,Home Delivery,Chui Lockers,7.22,532,,Delivered,3.0
KE-10559,CUST-5014,,nairobi,Electronics,20111.0,Cash on Delivery,Home Delivery,Chui Lockers,34.59,637,4.0,Delivered,5.0
KE-10560,CUST-5414,,Kisumu,FASHION,22008.0,M-Pesa,Pickup Station,G4S,7.75,296,1.0,Delivered,5.0
KE-10561,CUST-5053,2025-05-08,Machakos,Beauty,22400.0,Cash on Delivery,Pickup Station,Wells Fargo,14.83,743,7.0,Delayed,
KE-10562,CUST-5024,12/04/2025,Machakos,Health & Wellness,13501.0,Cash on Delivery,Boda Boda Last-Mile,Chui Lockers,34.75,419,1.0,Cancelled,3.0
KE-10563,CUST-5172,2025-04-06,Kisumu,Groceries,22389.0,Cash on Delivery,Home Delivery,Local Rider,4.51,618,1.0,Delivered,3.0
KE-10564,CUST-5231,2025-08-12,Nakuru,Health & Wellness,17241.0,M-Pesa,Smart Locker,Local Rider,21.07,693,7.0,Returned,5.0
KE-10565,CUST-5085,2025-07-11,Machakos,Home & Living,23964.0,m-pesa,Boda Boda Last-Mile,Wells Fargo,13.7,581,4.0,Delivered,1.0
KE-10566,CUST-5038,2025-05-09,Mombasa,Home & Living,2689.0,m-pesa,Pickup Station,Chui Lockers,27.54,550,2.0,Delivered,2.0
KE-10567,CUST-5457,2025-07-25,Machakos,Groceries,-9526,M-Pesa,Home Delivery,DHL,20.99,598,1.0,Delivered,1.0
KE-10568,CUST-5450,2025-06-24,Nairobi,FASHION,15787.0,COD,Pickup Station,Local Rider,3.7,767,7.0,Returned,4.0
KE-10569,CUST-5428,2025-12-26,Machakos,Health & Wellness,24225.0,Cash on Delivery,Smart Locker,Wells Fargo,3.0,647,4.0,Delivered,1.0
KE-10570,CUST-5399,2025-12-29,Uasin Gishu,Home & Living,22374.0,M-Pesa,Home Delivery,G4S,12.69,768,,Returned,4.0
KE-10571,CUST-5436,2025-08-24,kiambu,Beauty,14649.0,M-Pesa,Smart Locker,Sendy,10.3,179,7.0,Returned,3.0
KE-10572,CUST-5180,2025-05-08,Kiambu,Beauty,5762.0,Cash on Delivery,Smart Locker,G4S,29.58,491,5.0,Delivered,3.0
KE-10573,CUST-5424,2025-06-06,Machakos,Home & Living,6601.0,COD,Boda Boda Last-Mile,Wells Fargo,26.44,0,2.0,Returned,
KE-10574,CUST-5286,2025-06-01,kiambu,Electronics,3466.0,Cash on Delivery,Smart Locker,Local Rider,12.45,544,6.0,Delivered,5.0
KE-10575,CUST-5291,2025-02-12,Nairobi,Fashion & Apparel,"KSh 9,471",m-pesa,Pickup Station,G4S,30.64,371,,Cancelled,4.0
KE-10576,CUST-5429,2025-08-13,Uasin Gishu,Fashion & Apparel,19534.0,COD,Smart Locker,Wells Fargo,15.15,390,3.0,Delivered,
KE-10577,CUST-5126,2025-10-03,Nakuru,Home & Living,20294.0,Credit/Debit Card,Pickup Station,Chui Lockers,9.49,621,4.0,Delivered,1.0
KE-10578,CUST-5286,2025-08-18,Kiambu,Beauty,22848.0,Cash on Delivery,Home Delivery,DHL,20.96,286,2.0,Returned,
KE-10579,CUST-5155,2025-06-19,Nakuru,Fashion & Apparel,22825.0,M-Pesa,Smart Locker,Local Rider,4.28,778,4.0,Delivered,5.0
KE-10580,CUST-5396,2025-04-02,Kisumu,FASHION,13723.0,COD,Boda Boda Last-Mile,G4S,29.67,468,6.0,Delivered,2.0
KE-10581,CUST-5133,2025-07-25,Machakos,FASHION,3581.0,Credit/Debit Card,Smart Locker,Sendy,5.98,0,,Cancelled,5.0
KE-10582,CUST-5191,2025-02-05,Uasin Gishu,Home & Living,11813.0,Cash on Delivery,Boda Boda Last-Mile,DHL,29.62,669,7.0,Cancelled,1.0
KE-10583,CUST-5413,2025-06-09,Machakos,Home & Living,3767.0,Cash on Delivery,Boda Boda Last-Mile,Chui Lockers,33.05,217,3.0,Delayed,2.0
KE-10584,CUST-5406,2025-07-26,Kisumu,Beauty,19870.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,22.55,288,2.0,Delayed,4.0
KE-10585,CUST-5193,2025-02-12,Kiambu,Home & Living,16805.0,M-Pesa,Home Delivery,G4S,33.14,751,5.0,Returned,1.0
KE-10586,CUST-5273,2025-01-15,Mombasa,Home & Living,22918.0,m-pesa,Home Delivery,G4S,3.54,376,1.0,Cancelled,
KE-10587,CUST-5313,2025-01-08,Kajiado,electrnics,8377.0,m-pesa,Pickup Station,Wells Fargo,32.12,309,2.0,Delayed,
KE-10588,CUST-5292,2025-12-30,Mombasa,Beauty,-9433,COD,Pickup Station,Chui Lockers,35kg,0,7.0,Delivered,1.0
KE-10589,CUST-5326,2025-02-28,Kisumu,Home & Living,24751.0,COD,Smart Locker,Wells Fargo,29.96,272,2.0,Delayed,2.0
KE-10590,CUST-5065,2025-09-23,Nairobi County,Electronics,6544.0,COD,Boda Boda Last-Mile,DHL,5.08,192,5.0,Delivered,
KE-10591,CUST-5162,2025-01-23,Kiambu,FASHION,11972.0,COD,Smart Locker,Local Rider,2.32,349,6.0,Delivered,2.0
KE-10592,CUST-5308,2025-09-28,Nakuru,Electronics,2634.0,m-pesa,Smart Locker,Wells Fargo,1.44,0,1.0,Cancelled,1.0
KE-10593,CUST-5438,2025-04-25,Nakuru,Beauty,16111.0,Credit/Debit Card,Pickup Station,DHL,17.22,615,2.0,Delivered,2.0
KE-10594,CUST-5146,2025-11-23,kiambu,Fashion & Apparel,1186.0,COD,Pickup Station,Chui Lockers,4.46,363,4.0,Delayed,4.0
KE-10595,CUST-5487,2025-07-18,Machakos,Beauty,8561.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,30.2,533,2.0,Cancelled,
KE-10596,CUST-5231,2025-06-03,Uasin Gishu,Fashion & Apparel,18577.0,COD,Boda Boda Last-Mile,Sendy,24.32,326,6.0,Returned,4.0
KE-10597,CUST-5294,2025-04-12,Mombasa,Fashion & Apparel,16447.0,M-Pesa,Home Delivery,Sendy,0.85,204,1.0,Delivered,
KE-10598,CUST-5077,2025-04-20,Uasin Gishu,Home & Living,15134.0,M-Pesa,Pickup Station,G4S,5.8,783,5.0,Delivered,
KE-10599,CUST-5434,2025-05-08,nairobi,Electronics,4943.0,M-Pesa,Smart Locker,Chui Lockers,20.51,170,6.0,Delivered,3.0
KE-10600,CUST-5035,2025-04-01,kiambu,Electronics,22418.0,M-Pesa,Boda Boda Last-Mile,Sendy,21.8,323,3.0,Cancelled,1.0
KE-10601,CUST-5250,2025-06-13,Mombasa,FASHION,14686.0,COD,Smart Locker,Local Rider,1.19,0,999.0,Delayed,2.0
KE-10602,CUST-5463,2025-08-29,Machakos,Groceries,17296.0,Cash on Delivery,Smart Locker,DHL,9.23,438,4.0,Returned,3.0
KE-10603,CUST-5441,2025-09-18,nairobi,Electronics,6303.0,M-Pesa,Home Delivery,DHL,0.57,782,5.0,Delayed,
KE-10604,CUST-5447,2025-06-19,Nairobi County,Fashion & Apparel,24947.0,,Pickup Station,G4S,1.84,478,2.0,Delayed,5.0
KE-10605,CUST-5361,2025-04-06,Uasin Gishu,Electronics,"KSh 17,132",m-pesa,Smart Locker,G4S,30.75,343,6.0,Delivered,2.0
KE-10606,CUST-5083,2025-07-22,Uasin Gishu,Beauty,14476.0,M-Pesa,Smart Locker,Wells Fargo,26.42,214,6.0,Delayed,1.0
KE-10607,CUST-5345,,Kajiado,FASHION,12344.0,Credit/Debit Card,Smart Locker,Chui Lockers,12.6,529,7.0,Returned,2.0
KE-10608,CUST-5116,2025-10-28,kiambu,Groceries,13713.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,33.24,474,7.0,Delivered,4.0
KE-10609,CUST-5405,2025-12-05,nairobi,Electronics,5411.0,m-pesa,Smart Locker,G4S,6.73,661,7.0,Delivered,3.0
KE-10610,CUST-5492,2025-02-24,Kisumu,Fashion & Apparel,,Cash on Delivery,Smart Locker,DHL,10.94,776,2.0,Delivered,
KE-10611,CUST-5442,2025-03-07,,FASHION,7363.0,Cash on Delivery,Boda Boda Last-Mile,Wells Fargo,19.47,489,2.0,Cancelled,2.0
KE-10612,CUST-5362,2025-10-31,Mombasa,Groceries,10771.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,21.13,422,4.0,Delivered,
KE-10613,CUST-5073,2025-07-06,Mombasa,Electronics,20837.0,Cash on Delivery,Smart Locker,Local Rider,30.92,342,5.0,Delivered,
KE-10614,CUST-5453,2025-04-10,Mombasa,Groceries,857.0,M-Pesa,Boda Boda Last-Mile,Sendy,12.97,301,4.0,Delivered,1.0
KE-10615,CUST-5479,2025-05-21,Uasin Gishu,Fashion & Apparel,11077.0,Credit/Debit Card,Pickup Station,Wells Fargo,29.13,176,6.0,Cancelled,1.0
KE-10616,CUST-5329,2025-05-25,Nairobi,Electronics,23885.0,m-pesa,Pickup Station,DHL,8.3,515,4.0,Delayed,5.0
KE-10617,CUST-5031,2025-09-26,Kajiado,Health & Wellness,7291.0,Cash on Delivery,Home Delivery,DHL,35kg,380,1.0,Delivered,2.0
KE-10618,CUST-5256,2025-06-13,Machakos,Home & Living,"KSh 16,629",COD,Home Delivery,G4S,20.68,746,3.0,Delivered,5.0
KE-10619,CUST-5460,2025-03-26,Nairobi,Beauty,9204.0,m-pesa,Smart Locker,Wells Fargo,6.93,552,3.0,Returned,
KE-10620,CUST-5262,2025-07-27,kiambu,Beauty,7236.0,m-pesa,Smart Locker,Wells Fargo,16.29,385,7.0,Delivered,1.0
KE-10621,CUST-5110,2025-04-03,Kajiado,FASHION,13304.0,Credit/Debit Card,Pickup Station,Sendy,21.61,181,999.0,Delivered,1.0
KE-10622,CUST-5155,2025-08-16,nairobi,FASHION,6751.0,Cash on Delivery,Home Delivery,Wells Fargo,26.99,459,4.0,Delivered,1.0
KE-10623,CUST-5470,2025-11-22,Nairobi,Groceries,4189.0,Credit/Debit Card,Smart Locker,Wells Fargo,0.89,214,2.0,Delayed,1.0
KE-10624,CUST-5019,2025-09-12,nairobi,Home & Living,22015.0,Cash on Delivery,Pickup Station,Wells Fargo,0.95,342,4.0,Delivered,5.0
KE-10625,CUST-5427,2025-08-11,Mombasa,Beauty,12428.0,Credit/Debit Card,Smart Locker,DHL,19.33,505,5.0,Delivered,3.0
KE-10626,CUST-5075,2025-12-11,Nakuru,Groceries,8796.0,COD,Pickup Station,Sendy,12.09,790,3.0,Delivered,5.0
KE-10627,CUST-5071,2025-04-16,kiambu,Home & Living,-17525,Credit/Debit Card,Pickup Station,DHL,8.01,492,3.0,Cancelled,4.0
KE-10628,CUST-5267,2025-12-03,Kiambu,Beauty,3987.0,m-pesa,Home Delivery,Chui Lockers,5.14,463,4.0,Returned,1.0
KE-10629,CUST-5487,,Nairobi,Fashion & Apparel,22798.0,COD,Boda Boda Last-Mile,Sendy,24.45,547,3.0,Delayed,
KE-10630,CUST-5314,2025-10-31,Nairobi,FASHION,23458.0,M-Pesa,Smart Locker,DHL,35kg,189,7.0,Cancelled,1.0
KE-10631,CUST-5042,2025-05-06,Nairobi County,Beauty,20279.0,COD,Boda Boda Last-Mile,Sendy,0.46,178,4.0,Delivered,
KE-10632,CUST-5289,2025-07-18,Kajiado,Home & Living,17432.0,,Smart Locker,Chui Lockers,3.93,228,4.0,Returned,
KE-10633,CUST-5463,2025-04-01,nairobi,Health & Wellness,16666.0,M-Pesa,Pickup Station,G4S,25.94,0,4.0,Delivered,
KE-10634,CUST-5268,2025-12-22,kiambu,FASHION,23504.0,Cash on Delivery,Pickup Station,G4S,4.32,734,2.0,Delivered,5.0
KE-10635,CUST-5134,2025-09-02,nairobi,Electronics,8110.0,,Home Delivery,Local Rider,27.6,422,1.0,Delivered,2.0
KE-10636,CUST-5440,2025-09-03,Kisumu,Fashion & Apparel,13209.0,M-Pesa,Pickup Station,Local Rider,5.17,639,1.0,Delayed,
KE-10637,CUST-5185,2025-04-26,kiambu,FASHION,1406.0,COD,Pickup Station,DHL,31.77,671,6.0,Delivered,5.0
KE-10638,CUST-5266,2025-05-28,Uasin Gishu,Electronics,23584.0,Cash on Delivery,Smart Locker,Chui Lockers,22.79,499,5.0,Delayed,5.0
KE-10639,CUST-5249,2025-07-17,Uasin Gishu,Beauty,22159.0,COD,Home Delivery,Wells Fargo,22.06,445,2.0,Delivered,5.0
KE-10640,CUST-5097,2025-06-28,Kiambu,Groceries,20087.0,m-pesa,Smart Locker,G4S,24.08,705,2.0,Delivered,1.0
KE-10641,CUST-5370,2025-05-30,Machakos,Fashion & Apparel,16784.0,Credit/Debit Card,Smart Locker,G4S,8.99,277,7.0,Delivered,2.0
KE-10642,CUST-5415,2025-05-11,Nakuru,FASHION,14278.0,COD,Boda Boda Last-Mile,Chui Lockers,13.6,335,7.0,Delivered,3.0
KE-10643,CUST-5055,2025-10-08,Nairobi County,Beauty,,Cash on Delivery,Smart Locker,Wells Fargo,15.1,783,7.0,Delivered,2.0
KE-10644,CUST-5011,2025-10-11,nairobi,Health & Wellness,18250.0,Credit/Debit Card,Smart Locker,Chui Lockers,4.45,566,4.0,Delivered,3.0
KE-10645,CUST-5054,2025-01-02,Uasin Gishu,Health & Wellness,7492.0,COD,Boda Boda Last-Mile,Local Rider,35kg,428,6.0,Cancelled,3.0
KE-10646,CUST-5164,2025-01-11,Kisumu,FASHION,3034.0,COD,Smart Locker,Wells Fargo,14.24,447,4.0,Delivered,
KE-10647,CUST-5478,2025-10-16,Kisumu,Electronics,11810.0,COD,Home Delivery,Chui Lockers,9.0,525,3.0,Cancelled,
KE-10648,CUST-5264,2025-11-03,Nairobi,FASHION,7990.0,Credit/Debit Card,Home Delivery,Local Rider,32.63,450,4.0,Delivered,4.0
KE-10649,CUST-5159,2025-03-27,Nairobi County,Home & Living,24784.0,m-pesa,Pickup Station,Local Rider,24.97,253,7.0,Delayed,5.0
KE-10650,CUST-5389,2025-07-08,nairobi,Electronics,,Credit/Debit Card,Boda Boda Last-Mile,G4S,5.93,285,5.0,Delivered,4.0
KE-10651,CUST-5125,2025-08-21,Mombasa,Home & Living,2697.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,19.0,687,6.0,Cancelled,5.0
KE-10652,CUST-5367,2025-07-27,kiambu,Health & Wellness,1693.0,Cash on Delivery,Boda Boda Last-Mile,Chui Lockers,13.22,472,999.0,Delayed,
KE-10653,CUST-5384,2025-03-17,Kajiado,Health & Wellness,8511.0,Cash on Delivery,Boda Boda Last-Mile,DHL,16.34,624,1.0,Returned,1.0
KE-10654,CUST-5151,2025-07-11,kiambu,Health & Wellness,20103.0,M-Pesa,Boda Boda Last-Mile,Sendy,12.4,668,1.0,Delivered,1.0
KE-10655,CUST-5012,2025-09-18,Nairobi,FASHION,15582.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,15.23,711,5.0,Delivered,4.0
KE-10656,CUST-5169,2025-12-05,Machakos,Fashion & Apparel,6933.0,M-Pesa,Home Delivery,G4S,6.89,577,2.0,Delivered,1.0
KE-10657,CUST-5033,2025-03-25,Kisumu,Fashion & Apparel,5926.0,COD,Smart Locker,Local Rider,25.5,630,3.0,Returned,3.0
KE-10658,CUST-5323,2025-12-07,Machakos,Home & Living,9641.0,M-Pesa,Smart Locker,Wells Fargo,32.9,564,5.0,Delivered,2.0
KE-10659,CUST-5284,2025-04-25,Mombasa,Fashion & Apparel,23351.0,COD,Smart Locker,Sendy,8.56,217,1.0,Delivered,4.0
KE-10660,CUST-5242,2025-01-16,Mombasa ,Groceries,13487.0,Cash on Delivery,Pickup Station,Wells Fargo,5.66,535,1.0,Delivered,2.0
KE-10661,CUST-5276,2025-08-08,Kajiado,electrnics,"KSh 6,318",Cash on Delivery,Smart Locker,DHL,24.03,515,1.0,Delivered,1.0
KE-10662,CUST-5019,2025-10-26,Nairobi,Fashion & Apparel,13307.0,Cash on Delivery,Home Delivery,Local Rider,10.03,770,2.0,Delivered,4.0
KE-10663,CUST-5310,2025-04-25,Kiambu,Beauty,15327.0,COD,Pickup Station,Wells Fargo,23.35,622,2.0,Delivered,2.0
KE-10664,CUST-5055,2025-08-18,Mombasa ,Beauty,8339.0,Credit/Debit Card,Smart Locker,DHL,7.42,184,4.0,Delivered,3.0
KE-10665,CUST-5199,2025-04-06,kiambu,Health & Wellness,4854.0,Cash on Delivery,Pickup Station,Sendy,30.43,406,4.0,Delivered,2.0
KE-10666,CUST-5122,2025-09-20,Mombasa,Groceries,802.0,Cash on Delivery,Home Delivery,Chui Lockers,27.03,356,3.0,Returned,5.0
KE-10667,CUST-5140,2025-09-29,Uasin Gishu,Home & Living,24462.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,35kg,753,7.0,Delayed,4.0
KE-10668,CUST-5468,2025-11-08,Uasin Gishu,FASHION,21866.0,Credit/Debit Card,Smart Locker,Sendy,18.62,610,1.0,Delivered,5.0
KE-10669,CUST-5416,07/10/2025,Kajiado,Beauty,20168.0,Credit/Debit Card,Smart Locker,Sendy,29.95,548,3.0,Delivered,
KE-10670,CUST-5219,2025-02-10,,Fashion & Apparel,24453.0,COD,Boda Boda Last-Mile,G4S,25.55,445,5.0,Delivered,2.0
KE-10671,CUST-5447,04/03/2025,Mombasa,Health & Wellness,9349.0,M-Pesa,Boda Boda Last-Mile,Local Rider,4.36,434,3.0,Delayed,2.0
KE-10672,CUST-5279,2025-05-09,Uasin Gishu,Health & Wellness,2578.0,Credit/Debit Card,Smart Locker,Sendy,11.97,592,5.0,Delivered,2.0
KE-10673,CUST-5317,2025-11-23,Kajiado,Beauty,22029.0,COD,Smart Locker,G4S,31.51,0,999.0,Returned,3.0
KE-10674,CUST-5332,2025-06-23,Kiambu,Electronics,3644.0,m-pesa,Smart Locker,Sendy,21.91,474,5.0,Delivered,1.0
KE-10675,CUST-5480,2025-06-03,Kajiado,Groceries,9696.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,25.88,176,3.0,Delivered,5.0
KE-10676,CUST-5308,2025-11-03,Nairobi County,Health & Wellness,4554.0,m-pesa,Smart Locker,Local Rider,26.44,231,5.0,Cancelled,3.0
KE-10677,CUST-5464,2025-10-10,kiambu,Electronics,14268.0,m-pesa,Home Delivery,Sendy,31.21,519,1.0,Cancelled,2.0
KE-10678,CUST-5041,2025-06-21,Uasin Gishu,Electronics,1051.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,23.88,740,7.0,Delivered,1.0
KE-10679,CUST-5220,2025-04-19,Nakuru,Fashion & Apparel,19858.0,Credit/Debit Card,Home Delivery,DHL,14.77,0,1.0,Delivered,
KE-10680,CUST-5065,2025-10-23,Nairobi County,Fashion & Apparel,1817.0,M-Pesa,Pickup Station,G4S,9.75,152,6.0,Delayed,1.0
KE-10681,CUST-5174,2025-04-16,Machakos,Health & Wellness,13971.0,m-pesa,Pickup Station,G4S,13.68,398,3.0,Delayed,4.0
KE-10682,CUST-5081,2025-02-01,Kajiado,FASHION,4118.0,COD,Boda Boda Last-Mile,Local Rider,2.38,460,4.0,Delayed,4.0
KE-10683,CUST-5138,2025-03-24,,Fashion & Apparel,13101.0,m-pesa,Smart Locker,Local Rider,8.99,678,6.0,Delivered,2.0
KE-10684,CUST-5460,2025-05-25,Machakos,Health & Wellness,17864.0,M-Pesa,Home Delivery,Wells Fargo,26.92,579,1.0,Returned,3.0
KE-10685,CUST-5369,2025-08-06,Uasin Gishu,Groceries,20212.0,Credit/Debit Card,Pickup Station,Wells Fargo,1.7,632,5.0,Cancelled,1.0
KE-10686,CUST-5353,2025-02-09,Mombasa,Electronics,14012.0,Credit/Debit Card,Pickup Station,G4S,25.86,0,1.0,Delivered,
KE-10687,CUST-5301,2025-08-19,Mombasa,Electronics,20105.0,M-Pesa,Smart Locker,Local Rider,5.93,156,4.0,Delayed,3.0
KE-10688,CUST-5051,2025-02-15,Uasin Gishu,Groceries,12194.0,M-Pesa,Home Delivery,DHL,9.71,310,1.0,Delivered,2.0
KE-10689,CUST-5067,2025-06-01,Mombasa,Electronics,24226.0,Cash on Delivery,Boda Boda Last-Mile,G4S,24.11,312,,Delivered,
KE-10690,CUST-5431,2025-08-04,Mombasa,Groceries,8012.0,Credit/Debit Card,Smart Locker,Chui Lockers,5.59,695,2.0,Cancelled,4.0
KE-10691,CUST-5142,2025-06-11,Kajiado,Health & Wellness,13797.0,M-Pesa,Home Delivery,DHL,4.52,696,1.0,Returned,5.0
KE-10692,CUST-5364,2025-03-11,Mombasa,Fashion & Apparel,17159.0,Credit/Debit Card,Smart Locker,Local Rider,18.86,490,7.0,Delivered,2.0
KE-10693,CUST-5411,2025-04-23,nairobi,Electronics,21270.0,m-pesa,Smart Locker,Sendy,35kg,177,6.0,Delivered,1.0
KE-10694,CUST-5165,2025-03-26,Uasin Gishu,Beauty,3719.0,M-Pesa,Home Delivery,DHL,5.33,538,7.0,Delivered,3.0
KE-10695,CUST-5081,2025-02-13,Machakos,Groceries,17612.0,Cash on Delivery,Home Delivery,Wells Fargo,13.34,595,,Delivered,2.0
KE-10696,CUST-5193,2025-06-26,Kajiado,Home & Living,12877.0,Cash on Delivery,Smart Locker,Wells Fargo,23.18,324,4.0,Delivered,
KE-10697,CUST-5240,2025-01-28,Uasin Gishu,Home & Living,-12135,Credit/Debit Card,Pickup Station,G4S,2.35,198,7.0,Delivered,5.0
KE-10698,CUST-5468,2025-09-28,Kajiado,Health & Wellness,18439.0,Credit/Debit Card,Pickup Station,Local Rider,22.71,398,1.0,Returned,3.0
KE-10699,CUST-5371,2025-03-29,Machakos,Groceries,1178.0,Cash on Delivery,Boda Boda Last-Mile,G4S,3.73,407,7.0,Returned,4.0
KE-10700,CUST-5080,2025-07-01,Mombasa ,Electronics,8006.0,m-pesa,Home Delivery,DHL,3.05,571,7.0,Cancelled,5.0
KE-10701,CUST-5469,2025-01-12,Kiambu,Beauty,6347.0,m-pesa,Home Delivery,DHL,24.12,208,3.0,Delivered,3.0
KE-10702,CUST-5099,2025-09-27,Kajiado,Beauty,5133.0,COD,Home Delivery,Local Rider,1.79,396,6.0,Delivered,4.0
KE-10703,CUST-5329,2025-06-15,kiambu,Beauty,3248.0,Cash on Delivery,Home Delivery,Chui Lockers,33.63,715,,Delivered,2.0
KE-10704,CUST-5420,2025-01-14,Nairobi County,Groceries,,COD,Boda Boda Last-Mile,Wells Fargo,25.55,760,6.0,Cancelled,
KE-10705,CUST-5109,2025-07-20,nairobi,Electronics,2823.0,Credit/Debit Card,Smart Locker,G4S,8.17,501,5.0,Delivered,2.0
KE-10706,CUST-5417,2025-03-22,Nakuru,Fashion & Apparel,11483.0,M-Pesa,Smart Locker,G4S,18.24,193,6.0,Delivered,4.0
KE-10707,CUST-5479,2025-07-22,Kajiado,Beauty,,M-Pesa,Home Delivery,Local Rider,30.98,557,1.0,Delayed,2.0
KE-10708,CUST-5350,2025-08-22,Mombasa,Fashion & Apparel,8823.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,3.9,646,5.0,Delivered,5.0
KE-10709,CUST-5425,2025-05-16,Nairobi County,electrnics,17795.0,m-pesa,Pickup Station,Chui Lockers,1.71,533,1.0,Delayed,
KE-10710,CUST-5355,2025-01-10,Kiambu,Home & Living,,COD,Pickup Station,Chui Lockers,26.49,788,4.0,Delayed,
KE-10711,CUST-5151,2025-10-10,Kajiado,Beauty,15448.0,Cash on Delivery,Pickup Station,G4S,11.63,171,3.0,Delivered,2.0
KE-10712,CUST-5455,2025-04-08,Mombasa,Fashion & Apparel,14586.0,COD,Home Delivery,Local Rider,16.61,270,,Delayed,2.0
KE-10713,CUST-5383,2025-04-21,Kajiado,Home & Living,22459.0,Credit/Debit Card,Home Delivery,Wells Fargo,29.0,567,1.0,Cancelled,5.0
KE-10714,CUST-5222,,nairobi,Health & Wellness,22669.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,14.3,0,4.0,Returned,2.0
KE-10715,CUST-5392,2025-04-08,Kiambu,Health & Wellness,6792.0,Credit/Debit Card,Smart Locker,Local Rider,9.59,180,2.0,Delivered,
KE-10716,CUST-5436,2025-09-21,kiambu,Electronics,13187.0,Credit/Debit Card,Home Delivery,Sendy,33.09,207,3.0,Delivered,
KE-10717,CUST-5164,2025-01-28,Machakos,Health & Wellness,15026.0,Cash on Delivery,Smart Locker,Wells Fargo,0.69,603,4.0,Delayed,2.0
KE-10718,CUST-5371,2025-07-26,nairobi,electrnics,3516.0,COD,Home Delivery,G4S,19.83,218,3.0,Returned,5.0
KE-10719,CUST-5134,2025-02-04,Kisumu,Fashion & Apparel,10795.0,COD,Home Delivery,Chui Lockers,0.47,318,,Delivered,2.0
KE-10720,CUST-5384,2025-08-05,Machakos,Groceries,19290.0,COD,Smart Locker,Wells Fargo,9.33,322,3.0,Delivered,5.0
KE-10721,CUST-5022,2025-02-18,Nairobi,Fashion & Apparel,3829.0,COD,Boda Boda Last-Mile,DHL,18.02,0,2.0,Cancelled,5.0
